text,label
"El viaje de la semana pasada a San Francisco me sirvió para subir de categoría @Iberia Plus. Mañana, maleta extra y… https://t.co/N9FKOqcDvs",1
@ivan_cortina @Iberia Reclama. El billete tiene seguro.,1
@luisangelmate @Iberia Madre mía..... mana de gilipollas,0
@AirNostrumLAM origen del vuelo Turín en avión de Iberia Airnostrum para su conocimiento. Tomen nota https://t.co/cacniDpvzz,0
@MrGalisteo @WhimperSpain ¡Dios mío! Hablando así inglés se parece a las azafatas de Iberia !,0
Iberia regala smartphones a los 200 pasajeros de un vuelo. La Chispa | Revista de turismo https://t.co/m9MW5qGpc0: https://t.co/Ta2BIZYSk3,1
@AeroAsturias @aena Hoy en el aeropuerto en la ventana de @Iberia @iberiaexpress nadie sabía nada de los vuelos a H… https://t.co/sNKcbENt0m,0
@Ryanair_ES @Ryanair Hacemos alcanzable lo inalcanzable #Ryanair,1
A qué esperan Renfe e Iberia para suspender todas sus relaciones de transporte con CataluÑa?,0
"Todo en exceso es malo, menos ¡viajar! #HolaEuropa ...Bienvenidos @iberia quiero disfrutar con ustedes de una exper… https://t.co/XFRjjSolwG",1
La aerolínea @Iberia tendrá nuevas conexiones en 2018 desde el #aeropuerto de #Madrid hacia #Managua y #SanFrancisco https://t.co/16js4vvdbP,1
"Los pilotos Ryanair en Alemania harán huelga este viernes, la primera en la historia de la aerolínea https://t.co/a2BajOzARq vía @epturismo",1
Hoy se cumplen 90 años del primer vuelo de @Iberia ✈️🎂 https://t.co/RXPZs6F4Li vía @Aerotendencias #Aniversario… https://t.co/Anl4sBtLcs,1
"@noticias_cuatro @oscardiazdliano Claro, como Ryanair q decían q iban de pie y resulta q es la cía que ha tenido q… https://t.co/flgsAPiRB6",0
"Con el asco que le tenía a @Ryanair hace años, hoy está siendo todo muy smooth. ¿Me harán cambiar de opinión? 😂",1
Ryanair desaloja a varias chicas de un avión por comportarse como “animales” https://t.co/08Y3NrvMzh,0
DHL coge el toro de la tecnología por los cuernos https://t.co/rcdcu6BGij,1
"Pues vale, molt be, pues adios... @vueling https://t.co/oyf00m8F7u",0
La decisión de Ryanair sobre el equipaje de mano que va a enfadar a la mayoría de sus clientes https://t.co/Rxwoyamqk3,0
Recibo por mail el resumen de la tarjeta: 150€ por cinco horas de Wi-Fi! Gracias Iberia 😒,0
@ertenembaum fíjate que pasa con la ruta que AA deja hacer a BcN  tiene 94% ocupación pero Iberia fue beneficiada,0
The latest El Australiner Diario! https://t.co/9fkwidNWQN #airbus #iberia,0
'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? https://t.co/N2aKsKj5Sh #20m,1
"#Semana155M4
Puto Ryanair !!! Otro vuelo que cancelan..
 https://t.co/41HO1bRSyN",0
“Que pare el mundo que yo me bajo” versión mejorada 😂🤚🏼 https://t.co/F0EGDv36qH,1
"#Viral | Un pasajero de #Ryanair enfadado sale por la puerta de emergencia del avión, cansado de esperar, intento b… https://t.co/glXNHKHYBZ",1
"@facua Pueden ayudarme con una maleta perdida por iberia? por favor, no hacen nada por buscarla y el telefono de reclamacion es un 901",0
Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet ¿Cuál ganará? https://t.co/wkdKsdGiQi … https://t.co/hKg2AdzEPN,1
@Iberia En la opción 3 se puede hacer mediante tarjeta crédito o débito llamando a ese numero que me facilitaron? Y… https://t.co/k3X3tNadKC,1
"@Iberia @scoobymedina Le doy RT, pero me parece de cuarta que exigan RT para hacer eso",0
@iberia tenéis suerte de ser los únicos prácticamente que voláis a Melilla porque mi maleta ha llegado 2 días tarde… https://t.co/GnKeOxSYj4,0
@Iberia Gracias,1
@Miguelmoralnjo @aegve_ @Iberia @Enterprise @GrupoNexo @nhhotelses Que grande! #supergex,1
La mejor presentación que he visto en todos los vuelos la realizada hoy en el IB3878 x su comandante F. Sanz. Felicidades @Iberia,1
"@Iberia No, no lo han hecho. Sólo han hecho una pregunta que ya estaba explicado en el mensaje",1
(AsíNoMás) Pilotos amenazan con nuevas protestas en contra de Ryanair en Europa  ▶️ https://t.co/d77r93warX,0
Me resulta difícil de creer que este tipo estuviera en babia respecto del diseño de la CIA para Iberia ejecutado en… https://t.co/TWWqlCT7AV,1
@Iberia puente aéreo de las 8am son las 8:30 y aquí seguimos enganchados al finger... pueden hacer su trabajo y vol… https://t.co/d5xVtUiAWv,0
@Iberia @Iberia han volado cn su compañía?1experiencia única xasus pasajeros!!Se l recomiendo xa qtomen note y empi… https://t.co/p3chDDxdxv,0
@Iberia Desde el 18 de noviembre envié todos mis documentos por mail y confirme de recibidos,1
"El canal Smithsonian reconstruye en vídeo el accidente aéreo de Spanair en Barajas, el más mortífero en España en…… https://t.co/gZseTq8eZe",1
Lo peor del asunto e q @Iberia miente. Un día te dicen q ya llegó a Londres y otro q todavía está en Madrid. Creí q eran más confiables,0
Representante de #IBERIA anuncia su llegada a #Nicaragua durante reunión con representantes de gobierno y del secto… https://t.co/PLVBgMIyUo,1
Viajar con #ryanair seria como otra aerolinea cualquiera si no fuera por lo plastas que son con las ventas a bordo y el altavoz a todo taco,0
"Llego a Santo Domingo y espero mas de una hora por mis maletas, 2, y resulta que como @Iberia ha tenido esa escala… https://t.co/kJlkQYl2l1",0
A por el primero del año! #London @Iberia https://t.co/HWzbqEkwU4,1
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid https://t.co/09eJrXVZ2V https://t.co/FdXp0CglSv,1
Los trabajadores de tierra de Ryanair ya no irán a la huelga este 30 de diciembre https://t.co/OkU7KXZGTG,1
"@Iberia Si siguen mirando el historial, también les contacté hace meses preguntando por esos $2000 que me robaron y nunca me contestaroná",0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/UuPp91F4G9,1
No contratéis nada con @AttCliente_VECI . Dan un servicio de atención al cliente pésimo y entre ellos e @Iberia se… https://t.co/ZAjI2aa6bM,1
Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/iBxs4eOYLT,0
Aquí seguimos @Ryanair. Seguimos esperando. ¿Va a manifestarse alguien? https://t.co/VLUH8nNqyH,0
@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/lWcxU5NONu,0
@aena hola! Puedo transportar nutella en mi equipaje? Viajo con Iberia. Gracias!,1
"Hola @Iberia al hacer el C/In desde la app, me manda por email la tarjeta en formato wallet pass y no pass book par… https://t.co/yDENuuYhd5",1
Esto de las #AerolineasLowCost no estará llegando demasiado lejos? 🤪🤪🤪 https://t.co/6eA8EeA0es,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/Ys14roPdQy",1
"El personal de tierra de Ryanair en España convoca huelga para el 30 de diciembre

https://t.co/mmvMjemRBP",0
pero vosotros os podéis creer que pago un vuelo de iberia para sentarme en el único asiento roto que tienen????,0
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/LtHwskJxAS,1
"Impresionante la mierda que puede ser a veces viajar con #iberia. Cojo el avión con tiempo y reserva de asiento, ll… https://t.co/8cSM8xuBcP",0
Creo que lo dejaron queriendo para que los dueños de Ryanair se lo metan por el culo. Merecer se lo merecen...me da… https://t.co/KKa6ECDryz,0
Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos https://t.co/W8tkNfvren,1
@algoqrecordar @Iberia @bebeamordor @lacosmopolilla @viajarlocura @MadridTB @PequenoGulliver @elmundodemagec… https://t.co/fEONkDLtjA,0
#Iberia expandirá en verano su frecuencia de vuelos a #PuertoRico https://t.co/rXVVtlf9z2 https://t.co/MUX51cQqVE,1
"14 de septiembre de 1927
@Iberia inaugura la linea aerea Madrid-Barcelona
Felices 90 años volando
Por muchos mas https://t.co/MJFLpId83w",0
@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/cGb78ZHMqW,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/CmhIq3iBPA",1
"@Iberia Chrome 56, y las ultimas versiones de Firefox y Safari (Mac). La web principal no inicia sesión después de… https://t.co/gXLkUX3Ifu",0
"@Iberia si no me responden los demandao, LEVEL es la peor porquería e IBERIA NO se hace cargo",0
@LATAM_ARG hola puedo sumar km con los vuelos de Iberia? En la página no me permite adresse pendientes,1
@iberia no puedo viajar la vuelta ni avisando que no puedo volar la ida. Alguna solución para algo que les genera cero perjuicios? Gracias,0
Así agradece Iberia a sus tripulantes que vuelen el día de Navidad alejados de sus familias...1 triste paquetito de… https://t.co/fgsA47QxxQ,0
Ryanair analizará con el Consell las ayudas a otras firmas y prevé crecer un 50 % en València https://t.co/GcBiDPLWyI vía @levante_emv,1
LogiNewsEs: Iberia lanza nueva ruta a Managua en octubre de 2018 https://t.co/9LxwerbE8i https://t.co/RYg9lpbZeP,0
@infobae Hola iberia!!! Que justo el corte de vuelos a barcelona. Mmmm,0
"Gracias @Iberia por vuestra maravillosa organización y por la media hora de espera de nuestras maletas, y aquí segu… https://t.co/XMJxisIb64",0
@iberiaexpress Y el sentido común es jamás elegir a Iberia para tu viaje.,0
"@Ryanair De verdad, a sinvergüenzas, timadores y caraduras no les gana nadie.",0
Ryanair reconocerá a los sindicatos de pilotos como interlocutores https://t.co/2QEtA2USjs,1
@jri2 @consuleduc @Iberia Te felicito Jose.,1
"@hookerdiferente @Ryanair @LosMorancos Pero que eso tiene fácil solución. Pagas más y vuela con otra compañía.

A m… https://t.co/J88dhqPXXH",1
"@BuscandoaCochet @Iberia Eso es así!!! Pero es por la proximidad en el teclado, eh??",0
"@Iberia Si fuerais animalistas lo haríais sin más. No por 2000 RT. Eso sí, a los 150 pasajeros del vuelo @iberia… https://t.co/SiDtICv60Y",0
"@Iberia hoy me comunican, a las dos y algo de la tarde, que no hay otra opción que no sea volar el día 28 (MAÑANA!).",0
"@Iwa_saru @juansotoivars lo criticamos, pero luego todos volamos en low cost...dudo que un piloto o tripulación de… https://t.co/ogLmgequ3q",1
Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa https://t.co/4qgVyK4WkP,1
"@Iberia Si! Si! Es verdad!!!!
#MeGustaVolar 
#megustavolariberia",1
"@Iberia Pues nada, que ni una respuesta, os laváis las manos y al cliente que le den... 
@consumidores @facua Iberi… https://t.co/5RufJXMTQY",0
"@vueling Lo he hecho tres veces ya, enviando un correo a la direccion indicada oexvy@iberia.es  y nunca obtuve resp… https://t.co/gfwJZPXu3s",0
Me pregunto si alguien de IBERIA o  Air Canada estarán buscando mi maleta o estarán tranquilamente preparándose para nochevieja.,0
@iberia Quería saber si es verdad que el IB6673 del 07/12 hace escala en SDQ antes de llegar a CCS. Cuando compré e… https://t.co/a3BxlqjC6O,1
"@jaumeleiva @atletismoRFEA @Iberia @AirEuropa @vueling Hay un vuelo desde Madrid el viernes a las 12h.
Sale ida y vuelta unos 200€",1
Llamen a estos que la CGT esta en cualquiera. https://t.co/iB6d1moVqP,0
@wicho @Iberia A veces me ha pasado. Incluso reservar con  agencia (logitravel) y me cancelaron el viaje porque no podían coger esa tarifa..,0
Ryanair tarda menos de dos horas en amargar la oferta aniversario de Iberia Express https://t.co/VJJKdbO0tz,1
"Le dan ideas a Volaris,  Vivaaerobus y Calafia https://t.co/y88LKbwLQN",0
Señores de @Iberia intenten entender el motivo de mi reclamación antes de emitir respuestas estándar. No debo pagar… https://t.co/dlBWcie5H4,0
"#marketing Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año, nuevos proyectos. E… https://t.co/gD3gko9tvM",1
"@diana_twittea @JenHerranz @Iberia @iberiaexpress Ahora además han sacado la movida esa de Level, así que igual han… https://t.co/chkWCf4fSF",1
La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki https://t.co/ORT7IXgOcs… https://t.co/mLNhm0W906,1
@JuanManSantos Q es un servicio esencial? De ahora en adelante cualquier paro será calificado así se acabó el derec… https://t.co/Y8J3fhKras,0
@Iberia Espero que se resuelva en tema cuanto antes Gracias,0
@Iberia No puedo volver a los asientos gratis porque parece que está lleno el avión y los que íbamos a coger no est… https://t.co/1Wch0Oxjhk,0
@Iberia #HolaArgentina quiero viajar con @solitafreije,1
"@aguilar_adolfo @Iberia Tampoco tienen en cuenta, al asignarte asiento las preferencias que tiene el viajero en su… https://t.co/qFqsgEzsLK",0
"@Iberia Pues de momento siguen sin aparecer y son artículos que necesito, así que si mañana no sé nada, buscaré car… https://t.co/NzIBGLHVUd",0
Podium Podcast e Iberia se alían en la ficción sonora 'Aerolínea Momentos' https://t.co/zRophjmso7,1
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/QtWJpHrLg0",0
@cpierottil @Iberia El propio montaje jajajajaj,1
"#fraude Denuncian a Ryanair por ""fraude de ley como una casa” https://t.co/hY0YL3DNGP",0
@verdesuecia Un dato los canteranos lo pasaron mal cuando jugaron con Cobresal e Iberia en copa Chile...debe venir… https://t.co/AzMh8IYLBH,1
Lo de @Iberia con los avios es de una cara como el cemento armado,0
Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid. Ryanair ya ha inaugurado sus o… https://t.co/vqCfMgxIVg,1
@Iberia me parece mal q el servicio de atencion al cliente con respeto a reclamaciones se este gestionando tan lent… https://t.co/6Tqc2VAYWa,0
@Iberia En el call center no atiende nadie!!! Me canse de llamar!!!! Necesito q se contacten conmigo para solucionar este problema!!!!,0
Primer #duelodemarcas: Ryanair vs easyJet https://t.co/JtvZsH17zg vía @YouTube,0
@robinfood @Iberia Pues a mi les reclame un daño en mi equipaje y no me hicieron ni caso por no rellenar un formula… https://t.co/ue2dyeqxXZ,0
@ConchiiSnchez @Iberia 21 días para darte una respuesta sobre un dinero que no deberían haberte quitado? Y cobrar 2… https://t.co/yqlMVyxET2,0
"@Iberia @iberiaexpress Hola, problema técnicos? Qué ocurre? https://t.co/IrJjeAu2mE",0
"Por un retraso de una hora de @Ryanair_ES @Ryanair en Stanstead, mi novio no llega a su conexión en @AeropuertoBCN… https://t.co/THIwx8aow5",0
"Cansado de esperar, un pasajero sale y se sienta en el ala de un avión https://t.co/Y63n3ruqYF",0
No hay nada como unas galletas de Palencia para acompañar @Iberia #AguilarDeCampoo https://t.co/hp3ndRldEr,1
¿Están regalando billetes de avión o qué pasa? Todos las historias de intagram de billetes de ryanair.,1
"@mauricioperdav La gente obesa no hace dieta ni para salvarse la vida, obviamente no lo harán por los pasajeros de… https://t.co/KZGUjIPljI",1
@Iberia @CondeDuqueMAD ¡De este fin de semana no pasa! 😍😍#90AniversarioIberia @CondeDuqueMAD @Iberia,1
Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia https://t.co/RKfmUVnlSQ https://t.co/b0bZanCK8l,0
Vuelo asturias madrid no dejan subir equiaje de mano a viajeros a madrid #iberia #ocu #FelizJueves #sinvergüenzas,0
Nueva ruta a Copenhague para volar desde Sevilla con Ryanair en marzo https://t.co/V1xcG8HI4n https://t.co/DhFs3ZkVBe,1
Cuando te toca volar con Ryanair #OTGala9 https://t.co/WiSa57RCow,0
Famoso @Iberia por sus desastres en #Servicioalcliente En mi caso me hizo perder una importante conferencia por can… https://t.co/Rowh4JUu8n,0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/jQo3R2iNt1",1
"Super utile😊
#ryanair #viaggiare #meetworld https://t.co/WPwNCAfo95",1
Después de 25 minutos de espera al 901 de #iberia y que te digan que no soluciona tu problema no tiene precio......… https://t.co/ejQDI37MZf,0
Si súper puntual 🤣🙄 https://t.co/uWMn7Wtgix,1
Iberia tendrá más vuelos semanales entre San Juan y Madrid https://t.co/jR7oUy3nTy https://t.co/c4bd9wIQz6,1
@Iberia Quieres que te envié un mensaje directo. Estoy intentando comprar billetes y llevo 2 horas esperando respue… https://t.co/aSerJNd7dy,0
@Iberia Vuelo 3162 Madrid-Londres gracias,1
Iberia recibe un nuevo avión A330-200 y lo bautiza como “Santo Domingo” https://t.co/4a5oEDpHGU,1
"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/qhIAiFX3uY",0
"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/URGeo57TqO",1
@Iberia @BBVABancomer RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEM… https://t.co/RYsCmrVUpU,0
@Canaryfly_ @BinterCanarias @controladores @iberiaexpress @Iberia @CanaryFlyFans @nperd @VadeAviones @TequilaAvion… https://t.co/UBK05PVDQl,1
Oleada de huelgas en #Ryanair estas #Navidades https://t.co/piOLnSs4Un,0
@Iberia Feliz año nuevo IBERIA.,1
"@SANDOKANVAN @baselunarbeta @AeropuertoBCN @Aerolineas_AR De acuerdo, pero esto lo debían tener en el cálculo de co… https://t.co/xErLCfHlMc",1
Tarifa low cost por supuesto https://t.co/giIzj46I8s,1
"@Iberia Se como funciona el tema de un equipaje perdido, me sorprende que la prioridad en este caso, no sirva de na… https://t.co/gucbpehTk7",0
"Las mejores ofertas de empleo IT de España: Endesa, Mercadona y Ryanair https://t.co/ioS1GcJYtW",0
@Iberia Muchas Felicidades🎂 y a seguir volando muy alto!!!🎉,1
@iberia una verguenza hay que hacer check in online desde pais destino xq vuestra web no funciona gracias x corregir nada,0
"La maravillosa aventura de viajar en avión con la bici, capítulo 2637473930. https://t.co/do6xll5Gia",0
Ryanair no se conforma sólo con los vuelos https://t.co/Jwv4ucHG2V https://t.co/9AllIq9UWC,1
